"region_id","stock_id","taxon_key","year","catch","score","gap_fill"
1,"Platichthys_stellatus-18",604249,2012,0.00885573699980786,0.621401134407364,"median"
1,"Coregonus_muksun-18",612547,2012,0.0268028170507469,0.411384033808256,"median"
1,"Lepidopsetta_bilineata-18",624237,2012,0.0297991331727656,0.621401134407364,"median"
1,"Coregonus_laurettae-18",646941,2012,5.24732226736695,0.621401134407364,"median"
1,"Crassostrea_gigas-18",690283,2012,0.00295516605857484,0.621401134407364,"median"
1,"Erimacrus_isenbeckii-18",690608,2012,3.81418797199656e-05,0.621401134407364,"median"
1,"Paralithodes_camtschaticus-18",690621,2012,3.08613485490118,0.621401134407364,"median"
1,"Marine_fishes_not_identified-21",100039,2012,26940.7807968966,0.0621401134407364,"median"
1,"Miscellaneous_marine_crustaceans-21",100047,2012,7.18613004786424,0.0621401134407364,"median"
1,"Miscellaneous_aquatic_invertebrates-21",100077,2012,7774.13637063179,0.0621401134407364,"median"
1,"Marine_finfishes_not_identified-21",100139,2012,44226.8697940278,0.0621401134407364,"median"
1,"Marine_groundfishes_not_identified-21",100239,2012,0.182403994787602,0.0621401134407364,"median"
1,"Marine_pelagic_fishes_not_identified-21",100339,2012,50.6355778141284,0.0621401134407364,"median"
1,"Mollusca-21",190195,2012,3955.46459594888,0.0621401134407364,"median"
1,"Elasmobranchii-21",200004,2012,1258.52745627891,0.155350283601841,"median"
1,"Chondrichtyes-21",200538,2012,2.77916506274924,0.155350283601841,"median"
1,"Bivalvia-21",290004,2012,33339.4869820786,0.155350283601841,"median"
1,"Gastropoda-21",290006,2012,2408.88001632096,0.155350283601841,"median"
1,"Scyphozoa-21",290013,2012,0.0180256957270182,0.155350283601841,"median"
1,"Malacostraca-21",290022,2012,173.931523085184,0.155350283601841,"median"
1,"Carcharhiniformes-21",300008,2012,0.000123656887625777,0.310700567203682,"median"
1,"Squaliformes-21",300009,2012,0.000239022482339463,0.310700567203682,"median"
1,"Rajiformes-21",300014,2012,30769.6564519884,0.310700567203682,"median"
1,"Anguilliformes-21",300026,2012,4.71049577590323,0.310700567203682,"median"
1,"Scombroidea-21",300036,2012,0.0425980392644289,0.310700567203682,"median"
1,"Gadiformes-21",300044,2012,97.6017856979022,0.310700567203682,"median"
1,"Scorpaeniformes-21",300059,2012,954.403092791502,0.310700567203682,"median"
1,"Perciformes-21",300060,2012,3.14460919484286,0.310700567203682,"median"
1,"Pleuronectiformes-21",300061,2012,2689.38849742065,0.310700567203682,"median"
1,"Teuthida-21",390002,2012,13843.4631450374,0.310700567203682,"median"
1,"Octopoda-21",390007,2012,0.0118344439669501,0.310700567203682,"median"
1,"Decapoda-21",390013,2012,2903.39615351146,0.310700567203682,"median"
1,"Myxinidae-21",400002,2012,543.606607904617,0.497120907525891,"median"
1,"Carcharhinidae-21",400011,2012,13.2361252392536,0.497120907525891,"median"
1,"Sphyrnidae-21",400012,2012,10.0131113950498,0.497120907525891,"median"
1,"Squalidae-21",400013,2012,2024.65006170004,0.497120907525891,"median"
1,"Rajidae-21",400019,2012,58019.1985851002,0.497120907525891,"median"
1,"Myliobatidae-21",400022,2012,43.9788793886129,0.497120907525891,"median"
1,"Clupeidae-21",400043,2012,52.5230425841198,0.497120907525891,"median"
1,"Muraenidae-21",400056,2012,0.000119473684210526,0.497120907525891,"median"
1,"Salmonidae-21",400076,2012,0.013699585760915,0.497120907525891,"median"
1,"Osmeridae-21",400080,2012,1.16453971800238,0.497120907525891,"median"
1,"Ariidae-21",400145,2012,4.35684031074194,0.497120907525891,"median"
1,"Gadidae-21",400183,2012,42.8096817698863,0.497120907525891,"median"
1,"Batrachoididae-21",400189,2012,24.8217302553316,0.497120907525891,"median"
1,"Cottidae-21",400277,2012,17.3664447245102,0.497120907525891,"median"
1,"Serranidae-21",400289,2012,30.6379033385484,0.497120907525891,"median"
1,"Rachycentridae-21",400312,2012,138.03801124464,0.497120907525891,"median"
1,"Echeneidae-21",400313,2012,0.481451334002603,0.497120907525891,"median"
1,"Carangidae-21",400314,2012,8.7922994577708,0.497120907525891,"median"
1,"Lutjanidae-21",400323,2012,1.08187866073368,0.497120907525891,"median"
1,"Haemulidae-21",400327,2012,47.4627107759278,0.497120907525891,"median"
1,"Sparidae-21",400330,2012,4606.455563484,0.497120907525891,"median"
1,"Sciaenidae-21",400331,2012,22.2564278370379,0.497120907525891,"median"
1,"Mugilidae-21",400359,2012,32.7015288133207,0.497120907525891,"median"
1,"Anarhichadidae-21",400396,2012,0.0952121405621073,0.497120907525891,"median"
1,"Scombridae-21",400416,2012,106.129995126322,0.497120907525891,"median"
1,"Xiphiidae-21",400417,2012,269.613974282161,0.497120907525891,"median"
1,"Istiophoridae-21",400419,2012,0.00858652254318086,0.497120907525891,"median"
1,"Centrolophidae-21",400421,2012,0.0522015999619254,0.497120907525891,"median"
1,"Stromateidae-21",400425,2012,0.163456178373026,0.497120907525891,"median"
1,"Pleuronectidae-21",400440,2012,10.2915062778596,0.497120907525891,"median"
1,"Balistidae-21",400445,2012,4.1319305308223,0.497120907525891,"median"
1,"Ostraciidae-21",400446,2012,0.112206808645781,0.497120907525891,"median"
1,"Tetraodontidae-21",400448,2012,1.46459659745161,0.497120907525891,"median"
1,"Engraulidae-21",400454,2012,0.237171263400719,0.497120907525891,"median"
1,"Paralichthyidae-21",400514,2012,1020.40461779142,0.497120907525891,"median"
1,"Peristediidae-21",400581,2012,232.643622516374,0.497120907525891,"median"
1,"Ommastrephidae-21",490004,2012,0.000497290284525289,0.497120907525891,"median"
1,"Pandalidae-21",490046,2012,3808.97742872563,0.497120907525891,"median"
1,"Pectinidae-21",490055,2012,39.7570894978632,0.497120907525891,"median"
1,"Mactridae-21",490063,2012,35.3789431294884,0.497120907525891,"median"
1,"Brachyura-21",490097,2012,3696.56948067884,0.497120907525891,"median"
1,"Paralichthys-21",500048,2012,40.4654971260924,0.559261020966627,"median"
1,"Squalus-21",500107,2012,9.26149740417755,0.559261020966627,"median"
1,"Coryphaena-21",500116,2012,5.62924393441667,0.559261020966627,"median"
1,"Salmo-21",500136,2012,7.54932684216487,0.559261020966627,"median"
1,"Mugil-21",500152,2012,0.0670835794819046,0.559261020966627,"median"
1,"Coryphaenoides-21",500158,2012,6.37760035891001,0.559261020966627,"median"
1,"Alosa-21",500352,2012,0.0714141188822624,0.559261020966627,"median"
1,"Lutjanus-21",500357,2012,0.247667916666667,0.559261020966627,"median"
1,"Epinephelus-21",500366,2012,0.33744993,0.559261020966627,"median"
1,"Sphyraena-21",500372,2012,6.52083778279523,0.559261020966627,"median"
1,"Gymnothorax-21",500384,2012,3.06666666666667e-05,0.559261020966627,"median"
1,"Trachinotus-21",500598,2012,0.0419045049032258,0.559261020966627,"median"
1,"Isurus-21",500638,2012,50.8809150154098,0.559261020966627,"median"
1,"Alopias-21",500639,2012,0.212884578969262,0.559261020966627,"median"
1,"Merluccius-21",500654,2012,114.337026526402,0.559261020966627,"median"
1,"Hippocampus-21",500657,2012,0.0102892029753092,0.559261020966627,"median"
1,"Gaidropsarus-21",500686,2012,0.00119277202750532,0.559261020966627,"median"
1,"Sphyrna-21",500693,2012,0.247751332435979,0.559261020966627,"median"
1,"Myoxocephalus-21",500717,2012,966.483912046875,0.559261020966627,"median"
1,"Carcharhinus-21",500816,2012,6.87335098914934,0.559261020966627,"median"
1,"Aluterus-21",500854,2012,0.0348774581616305,0.559261020966627,"median"
1,"Dorosoma-21",500983,2012,0.716393425727352,0.559261020966627,"median"
1,"Beryx-21",501129,2012,2.92434732430938,0.559261020966627,"median"
1,"Sebastes-21",501135,2012,5019.7551718831,0.559261020966627,"median"
1,"Haemulon-21",501143,2012,0.350617965935484,0.559261020966627,"median"
1,"Salvelinus-21",501410,2012,1.85744966505884,0.559261020966627,"median"
1,"Lycodes-21",501486,2012,14.7103519392471,0.559261020966627,"median"
1,"Calamus-21",501551,2012,6.13227413316129,0.559261020966627,"median"
1,"Cynoscion-21",502794,2012,10.5796512706431,0.559261020966627,"median"
1,"Mycteroperca-21",503028,2012,0.711056424438667,0.559261020966627,"median"
1,"Anarhichas-21",505897,2012,53.8451208257139,0.559261020966627,"median"
1,"Sphoeroides-21",509125,2012,0.495946519159829,0.559261020966627,"median"
1,"Abudefduf-21",509206,2012,0.00149315789473684,0.559261020966627,"median"
1,"Octopus-21",590013,2012,0.457881331388075,0.559261020966627,"median"
1,"Littorina-21",590049,2012,258.698798813109,0.559261020966627,"median"
1,"Chionoecetes-21",590065,2012,2.45046732581227,0.559261020966627,"median"
1,"Geryon-21",590067,2012,887.379200992395,0.559261020966627,"median"
1,"Pandalus-21",590093,2012,7.38004241241655,0.559261020966627,"median"
1,"Busycon-21",590110,2012,614.185826158394,0.559261020966627,"median"
1,"Strongylocentrotus-21",590158,2012,4.57786888411183,0.559261020966627,"median"
1,"Orthopristis_chrysoptera-21",600005,2012,58.8621497039355,0.621401134407364,"median"
1,"Coryphaena_hippurus-21",600006,2012,1087.06612014723,0.621401134407364,"median"
1,"Epinephelus_adscensionis-21",600014,2012,0.767871146935484,0.621401134407364,"median"
1,"Clupea_harengus-21",600024,2012,79065.7490291456,0.512669271253047,"median"
1,"Glyptocephalus_cynoglossus-21",600026,2012,4216.76836098395,0.323,"median"
1,"Brosme_brosme-21",600051,2012,1040.59822283171,0.537,"median"
1,"Cyclopterus_lumpus-21",600062,2012,7.98476081369494,0.360651128386224,"median"
1,"Gadus_morhua-21",600069,2012,39922.4175558618,0.0654,"median"
1,"Caranx_hippos-21",600071,2012,8.86150585528643,0.621401134407364,"median"
1,"Helicolenus_dactylopterus-21",600076,2012,0.143870862314854,0.621401134407364,"median"
1,"Istiophorus_albicans-21",600078,2012,46.2704086945174,0.59,"median"
1,"Lamna_nasus-21",600088,2012,38.4083112006862,0.621401134407364,"median"
1,"Cetorhinus_maximus-21",600090,2012,0.00117937359494441,0.621401134407364,"median"
1,"Auxis_rochei-21",600093,2012,3.97818621636384,0.621401134407364,"median"
1,"Auxis_thazard-21",600094,2012,5.82638172113865,0.621401134407364,"median"
1,"Euthynnus_alletteratus-21",600097,2012,218.069077057756,0.621401134407364,"median"
1,"Katsuwonus_pelamis-21",600107,2012,307.598021065402,0.621401134407364,"median"
1,"Sarda_sarda-21",600115,2012,278.686192433056,0.621401134407364,"median"
1,"Scomber_scombrus-21",600118,2012,24384.4333085718,0.621401134407364,"median"
1,"Scomberomorus_cavalla-21",600120,2012,716.06059407713,0.621401134407364,"median"
1,"Scomberomorus_maculatus-21",600126,2012,476.195301947249,0.621401134407364,"median"
1,"Scomberomorus_regalis-21",600134,2012,0.545919114580645,0.621401134407364,"median"
1,"Squalus_acanthias-21",600139,2012,16509.7964216956,0.450943684279835,"median"
1,"Thunnus_alalunga-21",600142,2012,431.109545043778,0.65,"median"
1,"Thunnus_albacares-21",600143,2012,3953.40616489821,0.58,"median"
1,"Thunnus_atlanticus-21",600144,2012,48.2031854637431,0.621401134407364,"median"
1,"Thunnus_obesus-21",600146,2012,223.435299621332,0.9,"median"
1,"Thunnus_thynnus-21",600147,2012,2023.03630485727,0.38,"median"
1,"Lutjanus_jocu-21",600154,2012,0.0042584347826087,0.621401134407364,"median"
1,"Lutjanus_synagris-21",600181,2012,0.0109990909090909,0.621401134407364,"median"
1,"Lutjanus_vivanus-21",600185,2012,0.332530174774194,0.621401134407364,"median"
1,"Ocyurus_chrysurus-21",600188,2012,0.0227117528090078,0.621401134407364,"median"
1,"Rhomboplites_aurorubens-21",600213,2012,46.8277056092581,0.621401134407364,"median"
1,"Makaira_nigricans-21",600216,2012,45.6754612265953,0.62,"median"
1,"Kajikia_albida-21",600219,2012,89.8873981238718,0.621401134407364,"median"
1,"Tetrapturus_pfluegeri-21",600220,2012,0.0232231415116604,0.621401134407364,"median"
1,"Xiphias_gladius-21",600226,2012,248.100942316716,0.92,"median"
1,"Albula_vulpes-21",600228,2012,0.164876025935484,0.621401134407364,"median"
1,"Salmo_salar-21",600236,2012,2.80606555964463,0.415148953216327,"median"
1,"Salvelinus_alpinus_alpinus-21",600247,2012,0.0398765955489332,0.621401134407364,"median"
1,"Mallotus_villosus-21",600252,2012,173.178898748234,0.621401134407364,"median"
1,"Osmerus_mordax_mordax-21",600253,2012,16.6296551486116,0.621401134407364,"median"
1,"Lutjanus_griseus-21",600266,2012,1.84510758664516,0.621401134407364,"median"
1,"Anguilla_rostrata-21",600296,2012,582.082534880683,0.380617365269481,"median"
1,"Conger_oceanicus-21",600300,2012,62.9845418193682,0.621401134407364,"median"
1,"Urophycis_chuss-21",600312,2012,18042.2155210526,0.621401134407364,"median"
1,"Urophycis_tenuis-21",600313,2012,5640.92970313686,0.307,"median"
1,"Microgadus_tomcod-21",600316,2012,9.49842229941885,0.621401134407364,"median"
1,"Merluccius_bilinearis-21",600323,2012,30720.7085765452,0.621401134407364,"median"
1,"Macrourus_berglax-21",600331,2012,0.783092865059428,0.313368970871305,"median"
1,"Coryphaenoides_rupestris-21",600332,2012,40.058345988968,0.287577330504165,"median"
1,"Zenopsis_conchifer-21",600336,2012,650.863787808884,0.621401134407364,"median"
1,"Menidia_menidia-21",600339,2012,32.2135671584294,0.621401134407364,"median"
1,"Polyprion_americanus-21",600349,2012,0.269430237238407,0.621401134407364,"median"
1,"Morone_saxatilis-21",600353,2012,7764.91322062052,0.859378134779655,"median"
1,"Morone_americana-21",600355,2012,1035.07588174087,0.89033065444054,"median"
1,"Centropristis_striata-21",600361,2012,4043.65887905321,0.922,"median"
1,"Lopholatilus_chamaeleonticeps-21",600362,2012,1319.9831628646,0.85,"median"
1,"Pomatomus_saltatrix-21",600364,2012,19238.1837840568,1,"median"
1,"Trachurus_lathami-21",600369,2012,0.0266076872786738,0.621401134407364,"median"
1,"Trachinotus_carolinus-21",600380,2012,18.0254504339032,0.621401134407364,"median"
1,"Chloroscombrus_chrysurus-21",600385,2012,1.258948457,0.621401134407364,"median"
1,"Selar_crumenophthalmus-21",600387,2012,0.0841252563486682,0.621401134407364,"median"
1,"Cynoscion_nebulosus-21",600405,2012,177.335645614129,0.621401134407364,"median"
1,"Cynoscion_regalis-21",600406,2012,3686.45215684034,0.231,"median"
1,"Micropogonias_undulatus-21",600408,2012,6079.86882160081,0.777006745724826,"median"
1,"Menticirrhus_americanus-21",600409,2012,93.4321982471936,0.621401134407364,"median"
1,"Menticirrhus_saxatilis-21",600410,2012,83.6127351063548,0.621401134407364,"median"
1,"Menticirrhus_littoralis-21",600411,2012,4.457817265,0.621401134407364,"median"
1,"Elagatis_bipinnulata-21",600412,2012,0.0549612,0.621401134407364,"median"
1,"Pogonias_cromis-21",600425,2012,306.959057319686,0.621401134407364,"median"
1,"Leiostomus_xanthurus-21",600429,2012,2818.86365908374,0.842040557345238,"median"
1,"Archosargus_probatocephalus-21",600441,2012,61.5386337735022,0.621401134407364,"median"
1,"Stenotomus_chrysops-21",600452,2012,19946.1487872402,0.95,"median"
1,"Tautoga_onitis-21",600458,2012,2593.79687818438,0.507362572756328,"median"
1,"Zoarces_americanus-21",600480,2012,27836.6185536499,0.246983854718627,"median"
1,"Peprilus_triacanthus-21",600492,2012,8008.13280086541,0.785,"median"
1,"Sebastes_norvegicus-21",600501,2012,3.59321291509394,0.292437518681023,"median"
1,"Limanda_ferruginea-21",600521,2012,11808.6468296077,0.439,"median"
1,"Pseudopleuronectes_americanus-21",600524,2012,10774.2046307708,0.3115,"median"
1,"Scophthalmus_aquosus-21",600530,2012,1269.15312644461,0.621,"median"
1,"Lophius_americanus-21",600532,2012,23500.1894454811,0.554349322508772,"median"
1,"Anchoa_mitchilli-21",600545,2012,0.00887657887096774,0.621401134407364,"median"
1,"Centroscyllium_fabricii-21",600656,2012,0.16232299031887,0.621401134407364,"median"
1,"Carcharias_taurus-21",600747,2012,133.779141247192,0.621401134407364,"median"
1,"Carcharodon_carcharias-21",600751,2012,2.73993329064371,0.621401134407364,"median"
1,"Isurus_oxyrinchus-21",600752,2012,714.860956129926,0.405766444408857,"median"
1,"Mugil_cephalus-21",600785,2012,125.064363859488,0.621401134407364,"median"
1,"Carcharhinus_falciformis-21",600868,2012,1.43860578004167,0.621401134407364,"median"
1,"Carcharhinus_leucas-21",600873,2012,8.22305651051613,0.621401134407364,"median"
1,"Carcharhinus_limbatus-21",600874,2012,20.2847726732238,0.621401134407364,"median"
1,"Carcharhinus_longimanus-21",600875,2012,0.0936582293214164,0.621401134407364,"median"
1,"Carcharhinus_obscurus-21",600878,2012,79.9499601110378,0.621401134407364,"median"
1,"Carcharhinus_plumbeus-21",600880,2012,114.068160801093,0.621401134407364,"median"
1,"Galeocerdo_cuvier-21",600886,2012,37.769174570586,0.621401134407364,"median"
1,"Negaprion_brevirostris-21",600897,2012,9.29924699441935,0.621401134407364,"median"
1,"Prionace_glauca-21",600898,2012,1519.16493531622,0.468315371845591,"median"
1,"Rhizoprionodon_terraenovae-21",600905,2012,5.49697612790618,0.621401134407364,"median"
1,"Sphyrna_lewini-21",600912,2012,2.08734494899863,0.621401134407364,"median"
1,"Sphyrna_mokarran-21",600914,2012,4.18413106903226,0.621401134407364,"median"
1,"Sphyrna_zygaena-21",600917,2012,6.22071477595763,0.621401134407364,"median"
1,"Acanthurus_bahianus-21",600942,2012,0.0196855555555556,0.621401134407364,"median"
1,"Alectis_ciliaris-21",600988,2012,0.543504998225806,0.621401134407364,"median"
1,"Naucrates_ductor-21",600998,2012,0.509883572991693,0.621401134407364,"median"
1,"Selene_vomer-21",601004,2012,0.0740924253549755,0.621401134407364,"median"
1,"Seriola_dumerili-21",601005,2012,94.9414103939515,0.621401134407364,"median"
1,"Chaetodipterus_faber-21",601024,2012,95.756641126,0.621401134407364,"median"
1,"Sardinella_aurita-21",601043,2012,0.0359572222222222,0.621401134407364,"median"
1,"Ruvettus_pretiosus-21",601044,2012,0.00451696360597999,0.621401134407364,"median"
1,"Holocentrus_adscensionis-21",601061,2012,0.0872896146451613,0.621401134407364,"median"
1,"Lampris_guttatus-21",601072,2012,0.365633900665901,0.621401134407364,"median"
1,"Lobotes_surinamensis-21",601077,2012,0.188104583333333,0.621401134407364,"median"
1,"Lophius_gastrophysus-21",601078,2012,0.0261345364359899,0.621401134407364,"median"
1,"Megalops_atlanticus-21",601079,2012,0.512281446652913,0.621401134407364,"median"
1,"Mugil_curema-21",601086,2012,7.97380121096774,0.621401134407364,"median"
1,"Haemulon_aurolineatum-21",601128,2012,4.0318719446129,0.621401134407364,"median"
1,"Anchoa_hepsetus-21",601133,2012,0.00241588211437969,0.621401134407364,"median"
1,"Bairdiella_chrysoura-21",601165,2012,8.03205112774194,0.621401134407364,"median"
1,"Sphoeroides_maculatus-21",601181,2012,107.407091632036,0.621401134407364,"median"
1,"Sciaenops_ocellatus-21",601191,2012,180.144459916991,0.621401134407364,"median"
1,"Diplectrum_formosum-21",601203,2012,0.937209815935484,0.621401134407364,"median"
1,"Hyporthodus_niveatus-21",601208,2012,2.1800441263871,0.621401134407364,"median"
1,"Mycteroperca_microlepis-21",601212,2012,35.5658015246774,0.621401134407364,"median"
1,"Mycteroperca_phenax-21",601213,2012,8.67040937444166,0.621401134407364,"median"
1,"Calamus_bajonado-21",601221,2012,2.05730264646515,0.621401134407364,"median"
1,"Calamus_calamus-21",601222,2012,0.0486942857142857,0.621401134407364,"median"
1,"Sphyraena_barracuda-21",601235,2012,10.378722442522,0.621401134407364,"median"
1,"Sphyraena_guachancho-21",601236,2012,0.00298585283805622,0.621401134407364,"median"
1,"Lagocephalus_laevigatus-21",601239,2012,0.110450512258065,0.621401134407364,"median"
1,"Trichiurus_lepturus-21",601288,2012,1.14125569992913,0.621401134407364,"median"
1,"Paralichthys_dentatus-21",601338,2012,25414.5352629927,0.789,"median"
1,"Pollachius_virens-21",601343,2012,11898.1018351245,0.25,"median"
1,"Hippoglossus_hippoglossus-21",601371,2012,71.9178448438834,0.024,"median"
1,"Melanogrammus_aeglefinus-21",601381,2012,8989.52063943568,0.879666666666665,"median"
1,"Molva_dypterygia-21",601383,2012,0.000157365097926471,0.621401134407364,"median"
1,"Lutjanus_analis-21",601403,2012,0.148189545454545,0.621401134407364,"median"
1,"Lutjanus_campechanus-21",601423,2012,9.41595134773458,0.621401134407364,"median"
1,"Etrumeus_sadina-21",601455,2012,0.183093236781783,0.621401134407364,"median"
1,"Opisthonema_oglinum-21",601486,2012,0.274142450774194,0.621401134407364,"median"
1,"Alosa_aestivalis-21",601574,2012,20691.6845951963,0.621401134407364,"median"
1,"Alosa_mediocris-21",601582,2012,18.6643013442051,0.621401134407364,"median"
1,"Alosa_pseudoharengus-21",601583,2012,920.349204346386,0.621401134407364,"median"
1,"Alosa_sapidissima-21",601584,2012,748.717383163657,0.30648008016956,"median"
1,"Brevoortia_tyrannus-21",601592,2012,274011.764167455,0.621401134407364,"median"
1,"Dorosoma_cepedianum-21",601604,2012,517.876472433805,0.621401134407364,"median"
1,"Pagrus_pagrus-21",601756,2012,32.8927213599032,0.621401134407364,"median"
1,"Enchelyopus_cimbrius-21",601874,2012,0.0366678812617106,0.621401134407364,"median"
1,"Caranx_ruber-21",601918,2012,1.24312618941935,0.621401134407364,"median"
1,"Caranx_crysos-21",601933,2012,1.18533428751019,0.621401134407364,"median"
1,"Caranx_latus-21",601935,2012,0.223047727272727,0.621401134407364,"median"
1,"Kyphosus_sectatrix-21",602498,2012,0.190655483806452,0.621401134407364,"median"
1,"Anarhichas_lupus-21",602501,2012,510.204540965121,0.327531741732172,"median"
1,"Petromyzon_marinus-21",602530,2012,0.00827953735656334,0.621401134407364,"median"
1,"Ginglymostoma_cirratum-21",602532,2012,0.529005050267997,0.621401134407364,"median"
1,"Alopias_superciliosus-21",602534,2012,0.557656530572255,0.621401134407364,"median"
1,"Alopias_vulpinus-21",602535,2012,141.613584679331,0.621401134407364,"median"
1,"Leucoraja_erinacea-21",602557,2012,23166.2558965091,0.48463183432106,"median"
1,"Dipturus_laevis-21",602561,2012,131.183805144694,0.621401134407364,"median"
1,"Dasyatis_centroura-21",602572,2012,0.826784772877007,0.621401134407364,"median"
1,"Gymnura_micrura-21",602579,2012,0.79365389,0.621401134407364,"median"
1,"Tautogolabrus_adspersus-21",603672,2012,69.0233485629776,0.621401134407364,"median"
1,"Anarhichas_minor-21",603811,2012,0.0390813463577837,0.621401134407364,"median"
1,"Hippoglossoides_platessoides-21",604239,2012,7830.57779135375,0.53,"median"
1,"Hoplostethus_mediterraneus_mediterraneus-21",604964,2012,0.00093400344487736,0.621401134407364,"median"
1,"Balistes_capriscus-21",607327,2012,60.3233109049592,0.621401134407364,"median"
1,"Crassostrea_virginica-21",690009,2012,58510.0344211097,0.621401134407364,"median"
1,"Homarus_americanus-21",690010,2012,35720.6456008623,0.629,"median"
1,"Placopecten_magellanicus-21",690011,2012,176402.488510268,0.875,"median"
1,"Ensis_directus-21",690029,2012,72.1309629258266,0.621401134407364,"median"
1,"Argopecten_irradians-21",690030,2012,1719.91105406138,0.621401134407364,"median"
1,"Cancer_irroratus-21",690031,2012,1200.13699436891,0.906897373545515,"median"
1,"Spisula_solidissima-21",690033,2012,155547.254479359,0.67,"median"
1,"Menippe_mercenaria-21",690047,2012,0.138925161258065,0.621401134407364,"median"
1,"Callinectes_sapidus-21",690052,2012,42894.1530138087,0.626,"median"
1,"Mytilus_edulis-21",690053,2012,15502.194912162,0.98293293770298,"median"
1,"Argopecten_gibbus-21",690065,2012,0.633601086333333,0.621401134407364,"median"
1,"Carcinus_maenas-21",690158,2012,24.3282164913278,0.621401134407364,"median"
1,"Limulus_polyphemus-21",690182,2012,889.498219254226,0.621401134407364,"median"
1,"Chlamys_islandica-21",690185,2012,66.7923388832767,0.20795574942994,"median"
1,"Cancer_borealis-21",690203,2012,8999.47328650896,0.729425334956095,"median"
1,"Doryteuthis_pealeii-21",690227,2012,13789.1382791222,0.25,"median"
1,"Pandalus_borealis-21",690269,2012,140.302350883215,0.90384342753682,"median"
