rgn_id,habitat,year,trend
6,seaice_shoreline,2015,-0.0841261892839285
6,seaice_edge,2016,-0.0824006571516675
6,seaice_shoreline,2016,-0.191885964912311
7,seaice_edge,2010,-0.0580344263871555
7,seaice_shoreline,2010,0.0378902316213496
7,seaice_edge,2011,-0.16210583544765
7,seaice_shoreline,2011,-0.0267025967662981
7,seaice_edge,2012,-0.159260928346104
7,seaice_shoreline,2012,-0.0251625331085964
7,seaice_edge,2013,-0.108169226420429
7,seaice_shoreline,2013,-0.001339829476248
7,seaice_edge,2014,-0.084141101229132
7,seaice_shoreline,2014,-0.0205546095840423
7,seaice_edge,2015,-0.0731283832090705
7,seaice_shoreline,2015,-0.0841261892839285
7,seaice_edge,2016,-0.0824006571516675
7,seaice_shoreline,2016,-0.191885964912311
8,seaice_edge,2010,-0.0580344263871555
8,seaice_shoreline,2010,0.0378902316213496
8,seaice_edge,2011,-0.16210583544765
8,seaice_shoreline,2011,-0.0267025967662981
8,seaice_edge,2012,-0.159260928346104
8,seaice_shoreline,2012,-0.0251625331085964
8,seaice_edge,2013,-0.108169226420429
8,seaice_shoreline,2013,-0.001339829476248
8,seaice_edge,2014,-0.084141101229132
8,seaice_shoreline,2014,-0.0205546095840423
8,seaice_edge,2015,-0.0731283832090705
8,seaice_shoreline,2015,-0.0841261892839285
8,seaice_edge,2016,-0.0824006571516675
8,seaice_shoreline,2016,-0.191885964912311
9,seaice_edge,2010,-0.0580344263871555
9,seaice_shoreline,2010,0.0378902316213496
9,seaice_edge,2011,-0.16210583544765
9,seaice_shoreline,2011,-0.0267025967662981
9,seaice_edge,2012,-0.159260928346104
9,seaice_shoreline,2012,-0.0251625331085964
9,seaice_edge,2013,-0.108169226420429
9,seaice_shoreline,2013,-0.001339829476248
9,seaice_edge,2014,-0.084141101229132
9,seaice_shoreline,2014,-0.0205546095840423
9,seaice_edge,2015,-0.0731283832090705
9,seaice_shoreline,2015,-0.0841261892839285
9,seaice_edge,2016,-0.0824006571516675
9,seaice_shoreline,2016,-0.191885964912311
